"DRUGA","DRUGB","WEIGHT"
"144","558","4"
"68","3146","1"
"120","1007","2"
"57","3489","1"
"156","421","1"
"1932","10901","1"
"133","1135","1"
"10","4947","1"
"1103","36604","1"
"158","364","1"
"73","2985","1"
"144","800","4"
"119","1576","2"
"120","1546","1"
"133","1141","1"
"123","1410","1"
"156","412","1"
"76","2479","1"
"147","218","1"
"146","746","1"
"146","747","1"
"146","748","1"
"146","749","1"
"143","840","2"
"144","810","2"
"63","3319","1"
"147","722","3"
"146","753","1"
"140","941","2"
"94","2368","1"
"11674","36604","1"
"162","262","2"
"138","1007","1"
"25","4280","1"
"136","861","1"
"60","2833","1"
"27","3987","1"
"99","1896","1"
"165","176","1"
"59","3358","1"
"125","1373","1"
"156","367","1"
"165","179","3"
"154","522","1"
"143","773","1"
"65","3283","1"
"65","3278","1"
"162","278","1"
"162","279","1"
"133","1179","1"
"94","2253","1"
"129","1305","1"
"162","282","1"
"104","2082","1"
"87","2607","1"
"133","1182","2"
"1943","10612","1"
"144","840","1"
"155","335","2"
"131","1251","1"
"44","3943","1"
"143","881","1"
"129","1316","2"
"165","200","1"
"133","564","1"
"155","377","1"
"155","378","1"
"133","1007","2"
"165","191","5"
"7889","22907","1"
"80","2843","1"
"133","640","1"
"126","1419","1"
"120","1453","1"
"141","956","3"
"125","1453","1"
"144","270","2"
"143","894","1"
"147","773","3"
"147","754","1"
"153","590","1"
"147","477","1"
"144","640","1"
"2045","7477","1"
"2","5275","1"
"94","2148","1"
"2","5274","1"
"144","380","2"
"149","722","1"
"149","723","1"
"20","3943","1"
"156","508","1"
"81","2833","1"
"156","510","1"
"1729","17283","1"
"133","1225","1"
"2158","3987","1"
"94","1806","1"
"155","426","1"
"156","216","5"
"150","493","1"
"81","2843","1"
"2188","3063","2"
"165","241","1"
"2202","2631","1"
"52","3743","2"
"162","337","1"
"4243","4898","1"
"144","894","1"
"28","4494","1"
"60","3467","1"
"133","1241","3"
"73","2667","1"
"131","1305","1"
"145","872","1"
"162","346","1"
"51","3785","1"
"125","1494","1"
"155","566","2"
"154","598","1"
"133","1249","1"
"133","1251","1"
"164","291","1"
"165","251","2"
"141","1006","3"
"27","4540","1"
"2","5317","1"
"94","2465","2"
"27","4541","1"
"149","753","1"
"165","253","2"
"119","1695","2"
"119","1693","1"
"164","287","1"
"68","3278","1"
"164","294","1"
"168","181","2"
"165","239","5"
"165","248","3"
"149","773","2"
"149","774","4"
"138","1116","1"
"76","3039","1"
"136","1179","1"
"155","592","1"
"165","282","1"
"133","1231","4"
"162","372","1"
"76","2667","1"
"156","566","2"
"144","939","1"
"150","753","1"
"150","754","1"
"155","556","1"
"144","943","1"
"159","479","1"
"164","325","1"
"66","2698","1"
"81","2872","1"
"131","1351","1"
"144","948","2"
"133","1101","1"
"133","1292","4"
"94","2502","1"
"133","1294","4"
"119","1728","1"
"119","1729","3"
"2","5358","1"
"138","1143","1"
"162","400","1"
"150","773","2"
"63","3471","1"
"155","620","1"
"94","2509","2"
"162","399","2"
"146","902","1"
"147","872","1"
"136","1213","1"
"73","2465","1"
"138","1144","1"
"164","349","1"
"119","1745","4"
"20","4737","1"
"166","287","1"
"166","291","1"
"147","881","4"
"144","930","1"
"51","3859","2"
"129","1442","1"
"162","375","2"
"144","979","10"
"138","1165","1"
"144","980","2"
"166","294","1"
"96","2468","1"
"149","829","1"
"94","2535","1"
"170","180","1"
"150","800","1"
"140","1112","4"
"44","4089","1"
"144","990","4"
"165","325","2"
"156","620","2"
"164","372","4"
"138","1179","1"
"146","930","1"
"90","2667","1"
"165","346","1"
"155","657","2"
"164","378","1"
"144","972","1"
"76","3106","1"
"144","1002","1"
"119","1723","1"
"129","1466","1"
"120","1046","1"
"144","186","2"
"166","325","1"
"144","1008","1"
"14","5038","1"
"168","266","1"
"14","5040","1"
"133","1353","2"
"120","1736","5"
"120","1262","1"
"14","5039","1"
"156","608","1"
"131","1420","1"
"165","367","2"
"141","1112","7"
"147","926","2"
"99","2416","1"
"144","1007","1"
"2188","3195","2"
"165","372","1"
"90","2264","1"
"143","1054","1"
"2122","4717","1"
"66","3446","1"
"162","470","1"
"119","1804","1"
"119","1806","1"
"164","412","1"
"2208","2465","1"
"144","1034","1"
"155","694","1"
"119","1811","1"
"31","4540","1"
"31","4541","1"
"76","3146","2"
"53","3860","1"
"119","1813","1"
"158","608","1"
"49","3987","1"
"172","176","1"
"123","1693","1"
"144","1046","5"
"168","303","3"
"77","3125","1"
"162","491","1"
"142","1112","4"
"165","399","1"
"129","1502","1"
"171","216","1"
"149","896","1"
"129","1520","1"
"89","2760","1"
"2067","6974","1"
"167","345","1"
"77","3121","1"
"138","1246","1"
"154","751","2"
"155","721","1"
"144","787","5"
"14","5094","1"
"2119","5375","1"
"156","694","1"
"102","2368","1"
"80","2986","1"
"165","418","2"
"172","202","1"
"156","689","1"
"165","421","3"
"147","979","4"
"138","1250","1"
"155","728","1"
"155","725","1"
"14","5107","1"
"123","1729","2"
"119","1853","3"
"133","1421","3"
"143","1112","2"
"52","3898","1"
"147","984","1"
"133","1419","1"
"143","1116","1"
"136","1334","1"
"164","467","1"
"144","1088","3"
"154","779","1"
"131","1490","1"
"90","2465","1"
"144","987","2"
"979","40744","1"
"131","1497","2"
"136","1337","1"
"89","2801","1"
"146","1035","1"
"76","2465","1"
"173","200","2"
"171","262","1"
"147","1008","1"
"144","1101","1"
"119","1875","1"
"51","3987","2"
"144","1104","1"
"158","672","2"
"125","1695","1"
"155","767","1"
"144","1054","1"
"165","449","1"
"162","553","2"
"133","1453","4"
"125","1699","1"
"51","3976","1"
"173","216","1"
"144","1116","3"
"172","248","2"
"162","557","1"
"162","558","8"
"164","497","1"
"87","2833","1"
"140","1246","2"
"30","4642","1"
"144","1103","1"
"133","1460","1"
"140","1250","1"
"147","1033","1"
"144","1128","1"
"144","1129","1"
"165","326","2"
"171","294","1"
"129","1596","1"
"158","671","1"
"123","1785","1"
"174","205","1"
"3469","29133","1"
"144","641","2"
"144","1135","3"
"147","1046","3"
"64","3620","1"
"144","1141","2"
"2158","4243","1"
"144","1143","1"
"144","1144","2"
"2158","4246","1"
"129","1605","1"
"133","1488","6"
"82","3070","1"
"123","1800","1"
"166","467","1"
"172","282","2"
"175","191","1"
"31","4656","2"
"165","502","4"
"170","346","1"
"133","1497","1"
"141","1250","1"
"162","594","1"
"162","601","1"
"164","540","1"
"136","1373","1"
"171","325","1"
"149","1008","1"
"144","1164","2"
"91","2808","1"
"144","1165","1"
"119","1932","1"
"81","3121","1"
"51","4052","1"
"143","1135","3"
"162","607","1"
"150","980","1"
"131","1576","1"
"149","1018","1"
"135","1453","1"
"123","1806","1"
"119","1091","1"
"174","248","1"
"166","497","1"
"158","746","1"
"158","747","6"
"158","748","1"
"158","749","5"
"82","3106","1"
"136","1433","6"
"10","5339","1"
"143","1218","2"
"158","753","1"
"168","444","1"
"147","1091","1"
"142","1250","1"
"171","345","1"
"162","620","2"
"138","1370","1"
"162","631","1"
"147","1103","2"
"69","3467","1"
"141","1246","1"
"142","1246","2"
"80","3184","1"
"171","364","1"
"123","1853","3"
"143","1231","1"
"150","1018","2"
"155","864","1"
"172","335","1"
"20","4523","1"
"144","1208","2"
"1607","21391","1"
"94","2760","1"
"119","1881","1"
"174","282","2"
"176","220","1"
"120","1292","1"
"159","747","3"
"133","1557","1"
"172","349","1"
"177","195","1"
"143","1250","1"
"94","2770","2"
"143","1246","1"
"119","1996","4"
"165","569","1"
"170","418","1"
"172","357","1"
"172","267","5"
"123","1875","1"
"124","1847","1"
"172","270","1"
"2","5632","1"
"176","239","2"
"125","1820","1"
"176","241","1"
"156","861","2"
"136","987","1"
"171","399","2"
"171","400","1"
"172","367","1"
"147","1143","1"
"164","620","2"
"172","372","3"
"76","2489","1"
"173","344","1"
"119","1158","1"
"125","1813","1"
"69","3570","1"
"76","3102","1"
"173","349","2"
"147","1135","1"
"73","2416","1"
"144","1251","2"
"120","1996","2"
"136","1501","1"
"145","1223","2"
"119","2029","1"
"149","1101","1"
"147","1164","1"
"123","1881","1"
"176","267","3"
"165","608","1"
"164","641","1"
"176","270","2"
"20","5107","1"
"51","4146","2"
"133","1606","1"
"176","268","1"
"123","1918","2"
"129","992","1"
"156","891","1"
"137","1487","1"
"165","620","2"
"165","621","1"
"172","399","4"
"125","1853","1"
"99","1494","2"
"172","408","2"
"179","192","1"
"131","1681","1"
"155","235","2"
"149","1104","1"
"125","1804","1"
"143","1292","1"
"179","198","1"
"177","261","1"
"179","200","4"
"126","1103","1"
"149","979","1"
"123","1939","2"
"154","979","2"
"162","561","1"
"165","640","1"
"119","2067","1"
"99","2688","1"
"94","2843","1"
"144","1294","4"
"8356","8868","1"
"165","646","2"
"172","430","6"
"4138","8556","1"
"94","2849","2"
"82","3223","1"
"144","1292","4"
"31","4806","1"
"82","3225","1"
"82","3226","1"
"102","2607","1"
"125","1896","1"
"123","1949","1"
"85","2148","1"
"4243","5160","1"
"162","753","1"
"96","1939","1"
"30","4144","2"
"172","425","1"
"90","2979","1"
"147","1223","1"
"176","325","1"
"20","3677","1"
"144","1316","3"
"179","235","1"
"119","1820","1"
"162","758","2"
"94","2872","1"
"129","1789","1"
"179","239","4"
"85","2209","1"
"51","4144","1"
"164","708","1"
"172","325","2"
"133","810","1"
"133","1536","1"
"33","4737","1"
"1630","20803","1"
"180","218","1"
"119","1785","2"
"158","902","1"
"96","1790","2"
"172","404","2"
"147","840","2"
"144","1340","1"
"104","2580","2"
"147","1249","1"
"65","3792","1"
"2119","5655","1"
"129","1809","1"
"141","1433","4"
"156","975","1"
"179","260","1"
"156","974","1"
"90","3023","1"
"179","251","2"
"133","1693","1"
"119","750","2"
"179","269","2"
"57","4052","1"
"176","364","1"
"154","1046","1"
"129","1823","1"
"162","800","1"
"85","3189","1"
"172","493","1"
"156","987","2"
"126","840","1"
"158","930","1"
"176","372","2"
"81","3319","1"
"146","1305","1"
"155","751","3"
"133","1695","1"
"172","487","1"
"145","1340","1"
"173","472","1"
"164","753","3"
"66","3792","1"
"99","2770","2"
"145","1345","1"
"164","751","2"
"179","293","1"
"119","2148","1"
"176","367","3"
"1114","36847","1"
"172","378","1"
"119","2158","2"
"96","2872","1"
"179","300","1"
"131","1789","1"
"162","829","1"
"172","520","3"
"150","1188","1"
"166","708","1"
"176","399","2"
"18","5297","1"
"139","420","1"
"12452","13034","1"
"46","3257","1"
"172","528","2"
"73","3102","1"
"94","2948","2"
"13865","34134","1"
"141","1493","2"
"119","2176","1"
"143","1433","5"
"1419","27413","1"
"165","753","2"
"141","1497","3"
"144","1000","1"
"141","1494","2"
"73","2979","1"
"147","1316","2"
"171","573","1"
"179","325","2"
"179","326","1"
"181","266","3"
"61","3987","1"
"27","4546","1"
"135","1695","1"
"94","2264","2"
"133","979","6"
"144","1419","3"
"118","1280","1"
"172","553","3"
"144","1421","2"
"176","430","2"
"44","4523","1"
"13","5486","1"
"172","558","3"
"119","2202","1"
"90","3102","1"
"156","1029","1"
"60","2264","1"
"75","3570","1"
"172","563","1"
"166","751","1"
"119","2209","1"
"166","753","1"
"145","1405","2"
"177","414","1"
"155","194","2"
"162","881","1"
"158","1005","1"
"2148","3313","1"
"154","1129","1"
"144","1398","1"
"155","1103","1"
"51","4328","1"
"91","3088","1"
"133","1785","2"
"3170","38389","1"
"90","3123","1"
"181","303","1"
"131","1853","1"
"179","367","2"
"133","569","2"
"162","896","1"
"65","3903","1"
"125","2044","1"
"155","1116","1"
"155","1117","1"
"131","1862","1"
"1990","9767","1"
"184","221","2"
"133","1803","1"
"143","1494","2"
"184","224","1"
"143","1493","1"
"143","1497","2"
"4093","10119","1"
"180","346","1"
"168","725","2"
"158","1035","1"
"123","2122","1"
"131","1875","1"
"184","227","1"
"133","1800","1"
"149","1305","1"
"131","1759","1"
"131","1865","1"
"118","1504","1"
"180","335","2"
"123","2131","1"
"165","829","1"
"133","283","1"
"73","2253","1"
"164","864","1"
"85","3313","1"
"155","1145","2"
"2134","5297","1"
"144","1488","2"
"119","2264","2"
"4209","6547","1"
"172","620","1"
"14","5486","1"
"133","1806","1"
"171","657","1"
"140","1619","4"
"179","410","1"
"144","1497","7"
"147","1405","1"
"172","621","2"
"149","1345","1"
"82","2148","1"
"150","1316","1"
"179","418","3"
"179","419","1"
"77","3582","1"
"172","635","1"
"173","608","1"
"155","1167","1"
"138","1695","1"
"64","3987","1"
"176","519","1"
"179","412","1"
"119","2288","2"
"119","2286","1"
"133","1853","1"
"143","1546","1"
"172","646","1"
"186","216","11"
"186","217","4"
"186","218","10"
"91","3149","1"
"98","2948","2"
"172","220","2"
"187","191","1"
"156","1152","1"
"150","1340","1"
"147","1419","4"
"80","431","2"
"171","692","1"
"172","641","1"
"35","4882","1"
"102","2833","1"
"123","2148","1"
"180","418","1"
"31","5038","1"
"31","5039","1"
"31","5040","1"
"174","608","1"
"173","640","1"
"162","979","2"
"65","3987","1"
"119","2317","1"
"133","1881","1"
"91","3172","1"
"172","667","2"
"2209","3031","1"
"180","431","1"
"147","1455","2"
"20","3313","1"
"165","896","1"
"162","992","2"
"180","421","1"
"187","220","1"
"123","980","1"
"94","3105","1"
"136","1804","1"
"68","3903","1"
"171","721","1"
"123","2209","1"
"51","2847","1"
"176","563","1"
"94","2209","1"
"186","261","5"
"44","4069","1"
"186","263","1"
"136","1813","1"
"184","327","1"
"51","3125","1"
"119","2289","1"
"179","485","2"
"137","248","1"
"136","1820","2"
"155","242","3"
"135","1853","1"
"94","3125","2"
"187","243","2"
"149","1421","1"
"133","1918","1"
"76","3687","1"
"131","1982","1"
"187","248","1"
"91","3224","1"
"76","3690","1"
"80","3568","1"
"156","1213","1"
"187","253","1"
"131","1990","2"
"65","4036","1"
"143","1619","2"
"171","753","1"
"165","940","2"
"181","444","7"
"155","1251","1"
"155","1250","1"
"140","1719","1"
"179","510","3"
"155","1246","1"
"80","3582","1"
"36","4947","1"
"176","608","3"
"147","1502","1"
"154","1292","1"
"179","508","1"
"180","482","1"
"179","520","4"
"179","521","2"
"159","1127","1"
"133","1949","2"
"139","1736","1"
"171","773","1"
"98","3031","1"
"176","620","2"
"171","755","1"
"144","1404","1"
"155","1274","1"
"147","1487","1"
"187","284","1"
"155","1276","3"
"99","2986","1"
"176","628","2"
"131","1034","1"
"147","1519","1"
"176","631","1"
"144","1579","1"
"119","2400","1"
"181","479","3"
"187","294","1"
"65","4076","1"
"131","2029","1"
"20","5468","2"
"172","235","2"
"144","597","1"
"119","2408","2"
"126","2087","1"
"123","2286","1"
"15","4855","1"
"171","800","1"
"165","987","2"
"147","1546","2"
"123","2288","1"
"165","990","3"
"33","3313","1"
"12452","13275","1"
"12","5730","1"
"65","773","1"
"52","4267","1"
"90","2418","1"
"176","646","1"
"145","1618","1"
"191","193","1"
"179","566","1"
"155","408","4"
"191","196","5"
"172","785","1"
"5297","38520","1"
"2044","8292","1"
"191","200","6"
"1800","15858","1"
"136","1907","1"
"82","1502","1"
"165","1007","2"
"143","1693","1"
"82","3570","1"
"125","2253","1"
"153","1176","1"
"186","349","1"
"162","248","1"
"186","366","4"
"186","367","1"
"82","3031","1"
"129","306","1"
"119","1457","1"
"100","3036","1"
"129","708","1"
"119","559","2"
"191","219","1"
"191","220","3"
"131","485","1"
"5588","29523","1"
"5588","29524","1"
"98","3106","1"
"1990","8666","1"
"68","4036","1"
"133","750","1"
"150","418","2"
"192","198","1"
"68","2273","1"
"143","1719","2"
"147","1596","1"
"119","2465","2"
"76","2979","1"
"129","2157","1"
"179","608","1"
"13","5754","1"
"144","1695","2"
"191","239","8"
"119","2471","1"
"147","1605","1"
"144","1693","2"
"191","243","2"
"123","2099","1"
"155","1361","2"
"168","959","2"
"119","2479","1"
"191","248","1"
"126","2264","2"
"2022","7594","1"
"26","5366","1"
"162","1145","1"
"191","253","3"
"84","3570","2"
"156","1337","1"
"191","246","2"
"20","4232","2"
"68","2418","1"
"77","3793","1"
"162","1158","1"
"172","597","1"
"77","2418","1"
"68","4076","1"
"133","981","1"
"162","1164","1"
"129","172","1"
"133","687","1"
"191","268","4"
"69","4050","1"
"90","2273","1"
"144","1728","2"
"144","1729","4"
"85","3031","1"
"129","656","1"
"98","2492","1"
"138","1919","1"
"180","617","1"
"172","306","1"
"155","170","1"
"155","655","1"
"187","405","1"
"176","746","1"
"176","747","1"
"191","284","2"
"176","749","1"
"176","748","1"
"119","2509","1"
"176","753","1"
"167","1032","1"
"167","1034","1"
"191","291","1"
"158","1305","1"
"170","943","1"
"191","294","4"
"168","1005","1"
"168","1006","3"
"131","2157","1"
"156","1373","1"
"82","3677","1"
"3473","29630","1"
"96","3245","1"
"10","4737","1"
"192","269","1"
"177","728","1"
"89","3467","1"
"187","430","1"
"165","1103","1"
"147","1672","1"
"75","3899","1"
"4243","5755","2"
"191","311","2"
"177","725","2"
"174","840","8"
"165","1120","1"
"173","243","1"
"96","3233","2"
"179","689","1"
"143","1806","1"
"136","1996","1"
"172","656","1"
"1829","13648","1"
"94","3329","1"
"2178","4261","2"
"192","293","1"
"6258","7425","1"
"133","413","3"
"119","2559","1"
"144","1785","3"
"165","1135","1"
"164","1167","1"
"192","300","1"
"73","3987","1"
"118","943","2"
"66","4209","1"
"172","924","1"
"2238","2415","1"
"191","337","1"
"165","1141","1"
"172","298","1"
"82","3313","1"
"172","930","1"
"139","1954","1"
"194","235","1"
"51","3031","2"
"194","242","1"
"162","1245","1"
"133","2130","1"
"133","1018","1"
"144","1806","1"
"4261","5252","1"
"133","2148","1"
"80","3793","1"
"68","2455","1"
"133","667","2"
"196","200","2"
"147","1720","1"
"192","325","1"
"131","787","4"
"138","1999","1"
"171","980","1"
"162","1259","1"
"12","5910","1"
"144","1820","1"
"191","364","1"
"191","365","6"
"180","706","1"
"180","708","1"
"194","220","1"
"77","3903","1"
"123","2468","2"
"2209","3313","1"
"184","583","1"
"84","3690","1"
"127","2358","1"
"143","1860","1"
"90","2646","1"
"194","284","1"
"123","2471","1"
"186","519","1"
"20","4406","1"
"84","2372","1"
"171","1002","1"
"172","972","1"
"186","539","10"
"195","261","1"
"129","2253","1"
"194","294","1"
"133","755","1"
"186","373","5"
"2156","5011","1"
"172","980","1"
"1977","10562","2"
"143","1881","1"
"146","1789","1"
"172","753","1"
"144","1853","4"
"118","1120","1"
"192","367","1"
"153","631","1"
"94","3407","1"
"172","990","3"
"94","3031","1"
"196","248","1"
"131","2264","1"
"191","405","2"
"195","279","1"
"123","2515","1"
"144","1862","3"
"162","1305","1"
"133","1305","1"
"133","2209","1"
"172","1000","1"
"36847","42549","1"
"133","559","1"
"28","5468","1"
"80","2372","1"
"7866","24630","1"
"191","418","5"
"144","1875","2"
"125","2465","1"
"191","421","4"
"125","2468","1"
"196","268","5"
"144","1881","1"
"2183","4209","1"
"94","3313","1"
"76","3982","1"
"69","4210","1"
"68","2646","1"
"191","430","1"
"4146","7722","1"
"4125","9550","1"
"2238","2512","3"
"186","238","6"
"119","2667","1"
"147","1800","2"
"176","902","1"
"77","2646","1"
"192","408","1"
"20","5588","2"
"60","2087","1"
"98","1785","1"
"192","412","2"
"101","3233","1"
"147","1809","1"
"129","2340","1"
